X	Y	D	C
1035   	148.4  	14.859 	1
252.1  	484    	9.9104 	1
580.9  	673.9  	13.521 	1
1138   	153.1  	14.999 	1
556.7  	648.3  	17.924 	1
230    	516.1  	14.966 	1
254.5  	992.9  	15.175 	1
953.2  	786.1  	15.369 	1
322.9  	984.7  	15.215 	1
267.3  	1003   	16.214 	1
949    	773.7  	13.445 	1
555.9  	666.4  	12.978 	1
255.2  	919.4  	14.134 	1
260.6  	590.3  	15.701 	1
1096   	165.9  	16.713 	1
552.8  	823.3  	14.377 	1
990.9  	171.5  	14.338 	1
1044   	858.1  	11.638 	1
238.6  	441    	14.082 	1
620.1  	853.7  	12.894 	1
659.3  	688.3  	15.454 	1
260.3  	531.2  	14.622 	1
258.3  	843    	14.67  	1
291.3  	829.6  	15.482 	1
274.3  	845.4  	13.813 	1
1030   	170.4  	15.217 	1
218.8  	419.1  	11.718 	1
207.6  	434.3  	12.882 	1
950.1  	175.8  	14.724 	1
920.4  	779.8  	14.458 	1
577.3  	855.1  	14.685 	1
1163   	162.7  	17.05  	1
231.7  	395.9  	12.506 	1
221.6  	496.9  	15.776 	1
194.7  	439.3  	17.23  	1
272    	561.1  	17.476 	1
237.6  	475.7  	16.066 	1
489.5  	773.1  	12.996 	1
292    	948.5  	16.142 	1
216.4  	510.3  	16.757 	1
1035   	709    	17.507 	1
1223   	171.8  	15.481 	1
769    	119.6  	17.799 	1
830.5  	179.6  	15.638 	1
1006   	158    	15.354 	1
1037   	175.7  	14.149 	1
862.1  	192.7  	14.666 	1
958.3  	639.1  	16.934 	1
207.2  	527.1  	14.231 	1
349    	873.6  	15.415 	1
266.2  	1009   	12.499 	1
229.7  	516.4  	14.074 	1
221.9  	441.9  	15.896 	1
951.7  	165.7  	14.429 	1
851.6  	808.5  	15.101 	1
263    	564.9  	16.752 	1
265    	902.5  	16.082 	1
212.9  	454.6  	15.891 	1
1179   	148.6  	14.745 	1
244.1  	505.8  	15.031 	1
536.6  	646.2  	13.977 	1
309    	945.8  	15.188 	1
196.2  	492.4  	17.067 	1
894.9  	184.5  	17.715 	1
242.9  	376.2  	15.72  	1
251    	955.5  	16.395 	1
450.6  	706.4  	14.148 	1
436.3  	773.4  	16.554 	1
260.1  	1065   	16.891 	1
566.6  	657.5  	13.675 	1
877.4  	692.7  	14.788 	1
1093   	725.3  	15.493 	1
283.4  	444    	14.485 	1
523.7  	729.1  	15.594 	1
220.5  	481.5  	14.281 	1
483.9  	855.7  	14.66  	1
975.5  	756    	14.101 	1
308.7  	829.5  	15.37  	1
1088   	172.8  	14.053 	1
576.2  	779.7  	16.201 	1
249.5  	1003   	13.293 	1
289.2  	959.5  	13.294 	1
1025   	132    	16.31  	1
1007   	671.7  	17.127 	1
995.4  	166    	12.645 	1
916.5  	732.4  	16.849 	1
199.7  	465    	16.188 	1
1010   	744.3  	13.692 	1
246.9  	483.3  	14.618 	1
1040   	203.6  	14.674 	1
764.6  	789.4  	14.666 	1
278.9  	1044   	13.118 	1
283.6  	1001   	12.73  	1
447.1  	813.9  	17.783 	1
288.1  	1025   	13.983 	1
518.8  	694.9  	15.568 	1
214.7  	483.3  	14.727 	1
1005   	145    	15.259 	1
324.3  	991.8  	14.572 	1
796    	727.3  	14.434 	1
202    	471.1  	14.849 	1
303.7  	999.1  	14.763 	1
923.3  	171.8  	11.748 	1
516.9  	717.2  	16.724 	1
593.4  	729.1  	14.225 	1
329    	991.2  	15.692 	1
249.9  	491.4  	15.699 	1
1143   	169.3  	12.814 	1
1109   	156.7  	11.781 	1
267.7  	1077   	14.838 	1
525.1  	758.5  	16.03  	1
213.9  	474.1  	15.425 	1
247.5  	511.8  	15.304 	1
259    	806.3  	10.986 	1
236    	791.3  	13.575 	1
598    	710.3  	13.217 	1
931.9  	156.8  	13.449 	1
923.4  	175.6  	15.466 	1
1051   	712.5  	14.002 	1
228.3  	435.7  	16.033 	1
1061   	176.8  	14.483 	1
1049   	156.1  	16.325 	1
237.9  	969.1  	17.296 	1
1008   	802.7  	13.902 	1
270.5  	507.6  	13.313 	1
247.9  	453.5  	15.603 	1
1068   	760.2  	17.285 	1
1143   	176.7  	15.344 	1
197.8  	468.5  	13.236 	1
1020   	603    	13.159 	1
232.2  	446.6  	15.841 	1
261.8  	1042   	15.241 	1
940.3  	124.4  	15.625 	1
242.2  	534.6  	14.529 	1
932.6  	160.7  	14.539 	1
586.3  	605.3  	15.637 	1
263.7  	741.1  	15.837 	1
259.6  	427.4  	13.129 	1
221.4  	501.7  	16.618 	1
869.6  	145.3  	13.179 	1
972.3  	717.7  	14.879 	1
601.1  	779.2  	16.576 	1
1131   	166.4  	14.076 	1
227.2  	548    	17.46  	1
272.8  	1078   	14.407 	1
567.2  	642    	15.97  	1
296.5  	887.8  	17.537 	1
555.1  	788.8  	16.321 	1
1040   	171.5  	16.319 	1
795.8  	136.4  	15.69  	1
486.7  	678.8  	14.75  	1
267.2  	853.3  	16.314 	1
271    	833.3  	13.061 	1
196.8  	483.1  	14.924 	1
1056   	153.3  	14.857 	1
271.1  	444.3  	14.323 	1
986    	180.9  	13.761 	1
234.1  	786.6  	13.215 	1
507    	704.3  	17.103 	1
1054   	203    	15.07  	1
1003   	159.9  	17.339 	1
224.9  	539.7  	15.516 	1
1111   	700    	16.262 	1
224.3  	414.3  	12.513 	1
1024   	791.4  	14.846 	1
293.5  	1007   	14.527 	1
276.9  	1014   	15.685 	1
555.1  	774.4  	15.14  	1
233.6  	418    	14.749 	1
255.5  	504.4  	15.335 	1
568.9  	782.9  	19.002 	1
873.1  	831.4  	16.52  	1
320.5  	872.6  	15.875 	1
516.4  	801.6  	13.824 	1
1009   	161.2  	17.346 	1
585.5  	708.6  	17.372 	1
882.2  	853.5  	17.95  	1
301.3  	653.7  	14.134 	1
226    	503.9  	17.14  	1
879.3  	181.2  	18.507 	1
232.6  	525.7  	13.527 	1
237.7  	490    	13.864 	1
568.3  	688.4  	17.099 	1
516.8  	640.1  	16.714 	1
1021   	182.2  	14.359 	1
247    	490.3  	15.211 	1
209.6  	467.4  	16.149 	1
271.7  	876.1  	15.007 	1
1016   	740.1  	15.886 	1
275.2  	969.4  	11.679 	1
258.7  	543.3  	14.038 	1
502.5  	865.7  	13.622 	1
330.5  	1052   	17.596 	1
1032   	147.9  	15.496 	1
588.9  	751.9  	13.626 	1
899.9  	843.8  	15.88  	1
1206   	145.1  	15.49  	1
233.1  	1050   	15.411 	1
552.6  	730.4  	16.322 	1
254.2  	429.9  	15.839 	1
531.5  	794    	14.368 	1
486.5  	736.1  	15.279 	1
993.2  	158.1  	16.015 	1
279    	943.1  	14.753 	1
847.8  	774    	16.168 	1
246.9  	1080   	15.622 	1
973.2  	620.9  	13.798 	1
231.3  	440.3  	14.081 	1
612    	755.8  	16.207 	1
254.7  	567.9  	14.491 	1
1071   	159.9  	14.689 	1
515.6  	822.1  	14.036 	1
282.5  	960.3  	15.447 	1
1030   	654.9  	14.952 	1
291    	885.9  	13.56  	1
432.6  	722    	15.218 	1
268.5  	480.5  	14.125 	1
1041   	180.4  	16.342 	1
300.5  	900    	15.392 	1
1063   	198    	13.891 	1
244.6  	431.9  	12.365 	1
290.8  	495.8  	15.16  	1
228.4  	597.5  	15.677 	1
211.7  	528.2  	15.615 	1
227.3  	495.9  	14.101 	1
922.4  	725.5  	14.339 	1
557.4  	793.8  	13.952 	1
984.8  	805.2  	15.169 	1
197.9  	500.5  	17.012 	1
779.9  	767.7  	15.554 	1
225    	541.5  	16.252 	1
935.7  	131.4  	13.623 	1
263.2  	1143   	15.47  	1
260.8  	1029   	15.713 	1
841.3  	772.4  	15.765 	1
922.2  	169.3  	15.709 	1
1072   	162.6  	14.655 	1
799.5  	761.5  	15.99  	1
552.7  	775.1  	15.944 	1
270    	970.9  	12.738 	1
564    	751.6  	15.755 	1
206.7  	484    	13.414 	1
280.7  	934.1  	13.963 	1
466.3  	710.7  	16.003 	1
1066   	734.5  	15.897 	1
550.8  	709.1  	13.154 	1
276.6  	582.5  	14.659 	1
861    	167.6  	15.483 	1
963    	654.2  	13.896 	1
877.8  	801.2  	12.813 	1
502.1  	685.6  	11.903 	1
800.4  	769.7  	16.487 	1
224.7  	549.2  	15.605 	1
220.7  	406.9  	15.982 	1
579.7  	724.9  	13.241 	1
972.7  	564.2  	14.292 	1
263.8  	527.3  	17.019 	1
959    	742.9  	15.291 	1
282.8  	484.5  	14.685 	1
961.3  	175.2  	16.517 	1
1046   	188.9  	14.038 	1
287.7  	937.7  	14.494 	1
275.9  	836.8  	14.961 	1
505.9  	666.6  	16.594 	1
568.5  	825.5  	15.403 	1
303.1  	1024   	14.897 	1
209.5  	551.1  	13.716 	1
285.5  	1077   	14.344 	1
231    	505.3  	16.6   	1
542.6  	795.9  	14.555 	1
290.3  	915.6  	16.479 	1
605.3  	810    	14.181 	1
275.2  	959.3  	14.744 	1
598.1  	759.7  	15.454 	1
537.2  	749.1  	16.907 	1
330.7  	1096   	15.41  	1
963    	134.2  	14.74  	1
301.1  	1110   	14.146 	1
256.9  	912.8  	15.621 	1
992.2  	186.1  	14.851 	1
584.9  	614.3  	14.256 	1
797    	146.1  	12.268 	1
619.1  	790.5  	15.219 	1
967.5  	624.8  	16.458 	1
873.1  	163.7  	16.732 	1
928.2  	145.8  	13.926 	1
1038   	155.7  	15.006 	1
1137   	696.5  	14.386 	1
255.3  	474    	12.503 	1
595.7  	754.4  	13.186 	1
1267   	159.1  	13.448 	1
195.7  	465.9  	13.993 	1
1047   	142.8  	17.083 	1
253.9  	502.8  	14.775 	1
597.8  	801.2  	16.915 	1
921.9  	624.3  	13.774 	1
1009   	167.7  	15.539 	1
1044   	134.2  	15.616 	1
200    	512.4  	16.055 	1
488.8  	732.7  	14.499 	1
567.8  	798.5  	16.961 	1
206.3  	506.9  	17.502 	1
580.9  	693.9  	14.456 	1
252.7  	1076   	14.678 	1
1097   	727.1  	14.101 	1
976.2  	741.9  	17.126 	1
869.9  	160.2  	14.026 	1
276.3  	922.6  	17.311 	1
1010   	171.5  	14.812 	1
257.8  	962.2  	16.691 	1
565.1  	768.1  	14.775 	1
224.5  	470.6  	16.259 	1
1053   	774.4  	13.376 	1
497    	649.6  	15.039 	1
242.7  	448.1  	12.312 	1
904.5  	157.7  	15.566 	1
225.4  	474.7  	16.261 	1
240.4  	405.1  	15.679 	1
237.4  	555.8  	18.284 	1
289    	895.5  	13.695 	1
929    	167    	12.403 	1
1190   	154.2  	15.141 	1
590.9  	747.7  	15.232 	1
940.1  	712.4  	14.881 	1
297.3  	819.9  	14.266 	1
971.5  	151.8  	15.457 	1
1053   	181.3  	15.394 	1
225.9  	553.2  	16.504 	1
1023   	902.2  	17.265 	1
725.8  	672.9  	17.183 	1
215.5  	588.2  	13.186 	1
1083   	797.3  	12.993 	1
936.1  	776    	17.622 	1
1020   	664.9  	15.838 	1
234.3  	441.3  	15.384 	1
209.3  	545.2  	13.518 	1
555.2  	731.5  	15.003 	1
1056   	142.9  	15.375 	1
259.5  	928.4  	17.477 	1
970    	175.2  	15.673 	1
641.6  	719.3  	15.887 	1
675.5  	817.7  	13.86  	1
934.5  	148.7  	15.382 	1
230.2  	448.3  	15.669 	1
862.4  	735.4  	16.776 	1
827.9  	708.2  	14.5   	1
247.3  	909    	14.743 	1
1098   	150.3  	15.151 	1
498.6  	780.6  	12.962 	1
917.6  	166.8  	13.932 	1
949.5  	827.7  	13.7   	1
1002   	152.4  	12.725 	1
260.4  	1116   	14.957 	1
895.9  	751.7  	14.635 	1
280.8  	421.2  	15.037 	1
991.3  	160.5  	15.746 	1
463.8  	740.4  	17.925 	1
578.5  	794.7  	14.566 	1
968.3  	585.1  	15.061 	1
948.6  	159.8  	14.542 	1
562.7  	620.5  	13.354 	1
600.3  	583.6  	14.098 	1
1023   	169.2  	16.551 	1
260.5  	427.5  	17.146 	1
854.7  	692.2  	14.485 	1
564    	790.3  	16.534 	1
886.9  	147.7  	14.035 	1
1007   	165.4  	13.276 	1
445.8  	656.7  	12.173 	1
412.4  	801    	14.963 	1
275.1  	930.6  	17.665 	1
673.4  	805.8  	11.849 	1
455.6  	684.1  	16.637 	1
995.9  	773.5  	14.184 	1
480.1  	673.2  	14.951 	1
567.5  	690.1  	17.22  	1
1023   	168.9  	16.691 	1
1004   	807.1  	14.857 	1
977.3  	166.2  	15.648 	1
331.3  	1041   	15.78  	1
1149   	161    	15.473 	1
307.4  	970.3  	15.685 	1
277.5  	990.4  	15.792 	1
1203   	138.9  	14.375 	1
1107   	943.5  	16.044 	1
293.8  	942.7  	15.692 	1
259    	489.7  	14.79  	1
165.7  	486.6  	17.727 	1
1016   	165.2  	14.926 	1
920.3  	934.7  	15.576 	1
828.1  	661.8  	11.275 	1
310.1  	1070   	14.485 	1
998.3  	153.2  	15.845 	1
1109   	649.2  	16.828 	1
230.6  	477.9  	14.558 	1
237.4  	530.8  	14.9   	1
1083   	874.1  	14.579 	1
995.2  	674.3  	11.958 	1
502    	783.6  	13.307 	1
258.6  	465.8  	14.165 	1
936.8  	795.6  	13.989 	1
937    	790.5  	15.778 	1
257.2  	866.6  	14.414 	1
937.1  	181.1  	16.751 	1
924.1  	692    	14.745 	1
878.4  	178.8  	15.7   	1
969.8  	154.5  	16.571 	1
593    	766.7  	14.678 	1
276.6  	914.9  	16.567 	1
911.4  	737.2  	14.092 	1
233.3  	487.9  	14.713 	1
203.5  	490.3  	18.413 	1
224.9  	507.7  	15.137 	1
197.3  	460.9  	17.032 	1
634.1  	762.5  	15.674 	1
301.8  	913.8  	13.467 	1
938.1  	152.1  	14.099 	1
1040   	725.6  	14.769 	1
243    	902.1  	14.957 	1
226.8  	508    	15.804 	1
223.8  	438.1  	13.853 	1
852.4  	663.4  	14.286 	1
301.4  	1015   	13.754 	1
971.8  	159.9  	14.999 	1
192.3  	475.3  	15.383 	1
923.5  	750    	17.21  	1
541.6  	779.2  	15.206 	1
272.4  	875.4  	16.435 	1
1053   	759.4  	15.279 	1
303.2  	919.7  	13.347 	1
994.4  	160.5  	12.5   	1
1167   	150.6  	12.784 	1
929.1  	657.5  	16.84  	1
999.7  	180.4  	16.42  	1
1222   	174.4  	15.466 	1
214.9  	461.3  	15.005 	1
221.4  	558.3  	14.818 	1
249.2  	532.4  	15.666 	1
244    	974.2  	14.632 	1
242.4  	527.8  	15.369 	1
804    	793.4  	15.238 	1
240.3  	471.1  	13.829 	1
451.5  	839.8  	14.003 	1
217.6  	605.7  	14.674 	1
321.7  	871    	18.966 	1
978.1  	740.9  	15.436 	1
292.5  	919.3  	16.294 	1
901.7  	786.5  	14.017 	1
1136   	188.9  	13.555 	1
1064   	178.7  	16.638 	1
925.1  	683.4  	12.821 	1
305.7  	844.6  	14.714 	1
1031   	182.3  	15.975 	1
300.5  	967.2  	14.886 	1
973.1  	184.2  	12.65  	1
641.3  	813.3  	11.968 	1
566.3  	761.4  	16.768 	1
326.7  	890.1  	12.741 	1
489.2  	744.2  	14.936 	1
293.4  	929.5  	13.581 	1
259.7  	845.2  	14.386 	1
1014   	707    	14.39  	1
832.8  	888.6  	13.046 	1
240.6  	548.2  	14.458 	1
235.8  	585.4  	16.434 	1
279.1  	549.4  	12.529 	1
288.1  	747.2  	17.502 	1
828.6  	799.5  	14.483 	1
615.3  	776.2  	12.556 	1
268.1  	852.5  	12.886 	1
905.8  	665.1  	15.498 	1
303.7  	967.3  	16.948 	1
589.3  	757.3  	17.413 	1
272.4  	932.3  	15.82  	1
251.1  	524.3  	15.714 	1
479.6  	780.9  	17.084 	1
1030   	159.2  	14.947 	1
210.6  	401.6  	17.962 	1
495.5  	520    	13.919 	1
907.1  	697.8  	13.644 	1
200.1  	483    	13.456 	1
260.1  	904.6  	13.905 	1
1121   	711.9  	15.125 	1
313.4  	924.9  	15.114 	1
194.8  	524.8  	14.27  	1
1059   	189.8  	13.202 	1
257.1  	922.5  	13.887 	1
591.5  	725.7  	16.658 	1
256    	964.9  	16.882 	1
308.3  	902.2  	17.966 	1
280.5  	467.8  	14.378 	1
293.8  	1060   	14.22  	1
245.9  	504.9  	18.948 	1
991.2  	156    	13.435 	1
550.3  	768.3  	15.419 	1
1048   	670.5  	16.232 	1
295    	955.3  	12.769 	1
940.7  	184.1  	12.018 	1
179.1  	439.7  	16.66  	1
912.7  	902.3  	14.738 	1
500.1  	629.1  	13.768 	1
1050   	181    	14.508 	1
268.8  	1069   	10.866 	1
827.4  	184.9  	12.843 	1
240.2  	475.1  	16.424 	1
1090   	190.7  	16.225 	1
199.4  	507.7  	15.271 	1
1068   	819.1  	15.491 	1
1170   	126.2  	16.222 	1
227.4  	453.8  	15.554 	1
1134   	164.1  	13.287 	1
518.6  	730.1  	12.191 	1
553.6  	788.9  	17.089 	1
1137   	775.5  	16.544 	1
270.3  	487.5  	14.792 	1
861.9  	745    	13.866 	1
1001   	153.4  	16.47  	1
1008   	844.5  	14.98  	1
308.5  	906.8  	13.659 	1
507.1  	755.9  	16.467 	1
910.1  	761.6  	13.307 	1
990    	145.8  	16.48  	1
260.9  	572.8  	13.94  	1
221.3  	496.5  	14.621 	1
885.9  	811.8  	15.589 	1
607.1  	796.8  	17.451 	1
940.1  	785    	14.169 	1
570.3  	668.2  	17.097 	1
828.5  	155.6  	16.656 	1
507.1  	781.9  	14.473 	1
898.2  	889.3  	14.643 	1
1010   	631.4  	15.634 	1
230.1  	571.8  	15.268 	1
548.8  	668.9  	14.648 	1
252.4  	463.1  	14.076 	1
211.3  	520.4  	17.33  	1
246.8  	487.2  	13.702 	1
306.5  	776.1  	19.042 	1
206.4  	459.9  	14.563 	1
256    	981    	16.718 	1
226.9  	477    	16.656 	1
527.8  	673.2  	14.545 	1
583    	878.6  	12.011 	1
183.1  	456.8  	15.21  	1
995.5  	783.2  	13.569 	1
193.4  	528.1  	14.805 	1
474.4  	721.5  	15.855 	1
1020   	157.6  	14.991 	1
1101   	160.6  	14.525 	1
470.6  	737.7  	17.147 	1
638.4  	756.8  	13.967 	1
229    	505.3  	16.428 	1
200.7  	511    	17.148 	1
1043   	212.8  	13.476 	1
961.5  	162.5  	16.487 	1
340.4  	1022   	16.646 	1
1087   	137.2  	17.609 	1
619.9  	791    	15.232 	1
264.6  	973.5  	14.362 	1
504.4  	707.1  	14.959 	1
591.5  	822.5  	14.46  	1
1022   	612.3  	13.508 	1
284.2  	480.4  	15.586 	1
256.6  	644.6  	15.557 	1
804.6  	884.8  	15.714 	1
204.2  	502.6  	14.917 	1
290.3  	1095   	13.193 	1
265.5  	894.5  	16.722 	1
297.2  	787.9  	16.45  	1
1006   	153    	13.883 	1
937.9  	621.4  	13.006 	1
245.8  	537.8  	15.36  	1
1108   	785.5  	13.385 	1
524.9  	688.8  	15.231 	1
1200   	182.7  	14.858 	1
1139   	886.1  	17.236 	1
322.6  	868.9  	15.57  	1
987.2  	680.8  	15.373 	1
1047   	164.6  	17.052 	1
1094   	180.3  	18.379 	1
228.2  	476.3  	16.646 	1
268.3  	997    	18.711 	1
293.4  	1053   	14.342 	1
537.6  	765    	15.035 	1
376.5  	798.1  	15.989 	1
493.7  	736.2  	17.196 	1
646.2  	823.8  	18.604 	1
273.9  	1143   	15.975 	1
929.5  	792    	18.242 	1
829.5  	864.9  	13.854 	1
195.6  	561.3  	13.427 	1
1099   	772.4  	14.563 	1
1055   	162    	17.571 	1
1092   	167    	17.421 	1
267.2  	823    	15.86  	1
195.6  	485.1  	12.861 	1
641.5  	746.7  	16.163 	1
452    	913.2  	12.242 	1
839.7  	715.6  	14.717 	1
561.9  	731.4  	13.343 	1
256.3  	516.5  	16.234 	1
529.1  	788.9  	14.728 	1
1079   	656.8  	16.526 	1
278.9  	464.1  	14.349 	1
1014   	173.3  	15.874 	1
601    	735.6  	14.424 	1
1175   	166.2  	15.148 	1
218.4  	550.5  	18.397 	1
246.2  	567.2  	15.184 	1
292.9  	1033   	13.087 	1
984.9  	853.9  	13.81  	1
880.7  	162.6  	13.084 	1
307.6  	916.3  	14.336 	1
1022   	160.8  	14.731 	1
1125   	161.8  	14.617 	1
1006   	178.4  	16.037 	1
480.9  	845.5  	17.795 	1
519.2  	826.4  	12.834 	1
1088   	153.4  	14.458 	1
1170   	154.9  	15.019 	1
235.1  	524.4  	14.998 	1
1024   	144.8  	14.074 	1
1054   	757.6  	18.838 	1
519.8  	830.5  	15.483 	1
491.3  	802.7  	13.825 	1
854.5  	867.3  	16.842 	1
261.5  	920.9  	14.987 	1
532.3  	681.2  	15.975 	1
283    	999.4  	16.898 	1
200.7  	393.6  	15.644 	1
950.5  	755.1  	15.396 	1
296.6  	899.4  	15.1   	1
294.5  	952.5  	14.357 	1
1017   	153    	16.897 	1
1027   	747.3  	13.889 	1
237.8  	877.6  	13.796 	1
1124   	135.3  	13.091 	1
227.8  	427.8  	14.209 	1
843.7  	671.9  	17.164 	1
271.1  	1048   	16.85  	1
234.3  	555.9  	13.941 	1
968.8  	541.7  	14.254 	1
974.6  	173.5  	15.844 	1
546.4  	918.9  	14.179 	1
536    	664.5  	16.786 	1
227.2  	944    	18.036 	1
839.8  	197.1  	12.394 	1
219.9  	420.4  	14.215 	1
283.7  	556.3  	12.93  	1
213.7  	465.1  	14.772 	1
775.7  	643.2  	16.755 	1
610.2  	745.1  	14.265 	1
272.3  	445    	14.253 	1
562    	661.4  	15.455 	1
249    	882.3  	18.156 	1
851.7  	748.8  	14.668 	1
978.5  	784.9  	12.784 	1
293.6  	788.8  	14.38  	1
238.4  	849    	16.07  	1
246.6  	455.8  	15.765 	1
1021   	174.6  	16.145 	1
1019   	180.6  	14.256 	1
344.5  	1054   	14.106 	1
278.7  	492.9  	14.703 	1
967.4  	758.2  	14.633 	1
1143   	192.8  	15.857 	1
858.5  	161.2  	16.29  	1
1002   	143.5  	15.328 	1
935.1  	768.7  	14.559 	1
974.3  	119.8  	16.14  	1
287.1  	1033   	14.731 	1
919.5  	747.4  	14.482 	1
1027   	158.6  	16.612 	1
875.9  	680.6  	14.495 	1
221.2  	436.5  	15.609 	1
303.2  	958.7  	15.957 	1
928.6  	159    	15.568 	1
225.4  	460.3  	16.137 	1
924.2  	179.6  	15.002 	1
304.5  	777.5  	15.178 	1
232.1  	418.2  	13.749 	1
455.7  	813.8  	15.444 	1
1053   	176.2  	15.024 	1
869.2  	697.7  	15.854 	1
980.6  	154    	14.321 	1
1050   	174    	12.976 	1
735.4  	143.3  	14.418 	1
212.9  	523.7  	13.58  	1
839.6  	717.7  	12.984 	1
447.5  	817.9  	12.534 	1
1037   	159.1  	13.484 	1
1074   	171.6  	19.3   	1
266.4  	906.6  	14.032 	1
1010   	703.7  	12.58  	1
328.9  	796.7  	14.613 	1
242.7  	455.2  	13.713 	1
993.1  	819    	13.969 	1
268.8  	437.7  	12.949 	1
949.7  	739.1  	15.909 	1
359.2  	876.8  	15.522 	1
1047   	737.1  	14.374 	1
